payment_installments,payment_value,payment_total,payment_count,delivery_delay_days,purchase_to_delivery_days,total_to_value_ratio,is_delayed,purchase_hour,purchase_dow,payment_type_boleto,payment_type_credit_card,payment_type_debit_card,payment_type_not_defined,payment_type_voucher,payment_type_nan,authorization_status_authorized,authorization_status_declined,authorization_status_pending,authorization_status_reversed,authorization_status_nan,transaction_status_failed,transaction_status_pending,transaction_status_reversed,transaction_status_successful,transaction_status_nan,order_status_approved,order_status_canceled,order_status_created,order_status_delivered,order_status_invoiced,order_status_processing,order_status_shipped,order_status_unavailable,order_status_nan,order_channel_marketplace,order_channel_mobile_app,order_channel_online,order_channel_nan,derived_delivery_state_canceled,derived_delivery_state_delivered,derived_delivery_state_not_delivered,derived_delivery_state_shipped,derived_delivery_state_unavailable,derived_delivery_state_unknown,derived_delivery_state_nan,amount_bucket_low,amount_bucket_medium,amount_bucket_high,amount_bucket_nan,risk_score,actual_disputed,decision
1,207.2,207.2,1,-13.238425925925926,18.282372685185184,1.0,0,11,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.4842965815053754,0,resolve
1,22.79,22.79,1,-21.15138888888889,6.376620370370371,1.0,0,11,4,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.4915466986142475,0,resolve
2,116.5,116.5,1,-21.442997685185187,5.506400462962963,1.0,0,1,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5295441976894033,0,resolve
1,66.01,66.01,1,-16.302210648148147,12.354074074074074,1.0,0,8,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5149721489156811,0,resolve
1,176.65,176.65,1,-10.384756944444444,16.033414351851853,1.0,0,13,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5099611456536033,0,resolve
4,196.35,196.35,1,-19.07381944444445,12.399479166666667,1.0,0,12,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5141574780143338,0,resolve
2,29.74,29.74,1,-5.180972222222223,6.353229166666667,1.0,0,11,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5334572448225605,0,resolve
1,106.06,106.06,1,-1.1855555555555557,21.356238425925927,1.0,0,10,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5210426813835853,0,resolve
4,41.88,41.88,1,-6.201550925925926,30.106122685185184,1.0,0,16,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5402371141031518,0,escalate
1,121.39,121.39,1,-27.3253125,6.209814814814815,1.0,0,11,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5146253464528762,0,resolve
2,85.8,85.8,1,-6.131967592592592,4.949363425925926,1.0,0,22,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5246453146394598,0,resolve
1,33.0,33.0,1,5.994953703703704,33.650625,1.0,1,8,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.0005073951970918192,0,resolve
1,37.09,37.09,1,-18.428854166666667,6.009803240740741,1.0,0,13,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5158377184758938,0,resolve
1,46.13,46.13,1,-9.080370370370373,11.003055555555555,1.0,0,21,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5144929937118957,0,resolve
1,104.63,104.63,1,-5.163726851851852,18.38574074074074,1.0,0,10,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5339539552121583,0,resolve
1,112.84,112.84,1,-13.438506944444445,11.693738425925924,1.0,0,20,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5258698739842158,0,resolve
2,170.46,170.46,1,-7.119016203703704,9.709907407407409,1.0,0,4,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.519243769326558,0,resolve
1,18.19,18.19,1,-4.31082175925926,7.055034722222223,1.0,0,15,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5412929524355783,0,escalate
1,134.28,134.28,1,22.742395833333333,49.91840277777778,1.0,1,19,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5420554116454525,1,escalate
1,123.49,123.49,1,-8.153819444444444,13.361944444444443,1.0,0,11,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.52044898770032,0,resolve
1,189.33,189.33,1,-6.075069444444445,12.421921296296295,1.0,0,12,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5130785367504279,0,resolve
10,264.08,264.08,1,-5.0079976851851855,11.464074074074071,1.0,0,12,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5289091114470416,0,resolve
6,120.42,120.42,1,-13.193090277777776,9.958078703703704,1.0,0,20,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5273376310587311,0,resolve
1,50.0,84.13,2,-15.408252314814815,5.684641203703704,1.6826,0,21,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.4954153508823474,0,resolve
10,227.56,227.56,1,-27.51539351851852,8.862997685185185,1.0,0,14,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5197906752903282,0,resolve
1,34.35,34.35,1,3.474837962962963,5.928865740740741,1.0,1,13,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5292226386818311,0,resolve
1,43.86,43.86,1,-11.973136574074072,10.232471064814815,1.0,0,16,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0.001992899977938037,0,resolve
1,42.78,42.78,1,-5.416574074074074,4.125914351851852,1.0,0,10,6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5437755978338787,1,escalate
2,162.76,162.76,1,-20.18488425925926,13.433032407407408,1.0,0,9,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5089753054276812,0,resolve
1,71.05,71.05,1,-17.10875,15.478761574074074,1.0,0,9,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5162389606839918,0,resolve
1,63.13,63.13,1,12.75380787037037,38.27997685185185,1.0,1,11,6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5218247261507601,0,resolve
1,92.57,92.57,1,-11.973136574074072,10.232471064814815,1.0,0,16,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0.5306038621680829,0,resolve
1,35.79,35.79,1,-6.287083333333333,17.786863425925926,1.0,0,22,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5187245434802088,0,resolve
3,266.89,266.89,1,-11.155243055555555,9.44142361111111,1.0,0,9,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5150064061524035,0,resolve
1,73.15,73.15,1,-11.979803240740742,10.530011574074074,1.0,0,11,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5381766510917669,0,escalate
10,2564.65,2564.65,1,-10.443402777777775,13.97292824074074,1.0,0,14,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5244389671608642,0,resolve
1,60.86,60.86,1,-4.615925925925926,12.055960648148147,1.0,0,7,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5392612554724697,0,escalate
1,54.62,54.62,1,-9.319085648148148,3.0503009259259257,1.0,0,15,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5275879297591699,0,resolve
3,31.0,31.0,1,-28.364212962962963,11.665578703703703,1.0,0,23,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5114641956770958,0,resolve
1,262.17,262.17,1,0.7352430555555556,21.753310185185185,1.0,1,23,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5292044753064692,0,resolve
1,36.17,36.17,1,-7.305983796296296,5.160324074074074,1.0,0,12,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5399599076474398,0,escalate
1,55.46,55.46,1,-9.982199074074074,11.097662037037036,1.0,0,22,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5244796618670624,0,resolve
1,85.89,85.89,1,-20.472685185185185,18.086458333333333,1.0,0,10,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.535903895919347,0,resolve
1,115.6,115.6,1,-21.19960648148148,7.037314814814815,1.0,0,18,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5229397743691511,0,resolve
1,57.93,57.93,1,-12.314930555555556,9.01898148148148,1.0,0,15,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5246240333471687,0,resolve
1,156.38,156.38,1,-13.212881944444444,13.0678125,1.0,0,17,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5102023020296261,0,resolve
1,51.85,51.85,1,-15.175092592592591,8.072789351851851,1.0,0,18,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0020010081650331554,0,resolve
1,36.27,36.27,1,-9.354201388888889,4.019432870370371,1.0,0,15,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5274359387679104,0,resolve
5,55.73,55.73,1,-5.445150462962963,15.74986111111111,1.0,0,19,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5262150621062931,0,resolve
1,145.57,145.57,1,-17.153391203703702,7.246863425925926,1.0,0,14,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5171279484486374,0,resolve
1,11.48,121.68,9,-17.21068287037037,23.34453703703704,10.5993031358885,0,10,2,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5351356724234745,0,resolve
1,30.86,30.86,1,-16.502395833333335,6.901956018518519,1.0,0,14,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5345331769957011,1,resolve
2,164.54,164.54,1,-23.394895833333333,7.124305555555556,1.0,0,11,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.0057055524088485375,0,resolve
1,45.09,45.09,1,-13.269675925925926,14.180208333333333,1.0,0,13,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5241137989105857,0,resolve
3,195.4,195.4,1,-14.230023148148147,8.058680555555556,1.0,0,17,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5150257580164705,0,resolve
1,77.66,77.66,1,-13.02517361111111,14.396261574074074,1.0,0,13,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5163212863451934,0,resolve
5,237.98,237.98,1,-14.354108796296297,13.95226851851852,1.0,0,16,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5144464906190734,0,resolve
1,37.22,37.22,1,-4.035486111111111,17.193912037037038,1.0,0,18,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5305885825664042,1,resolve
8,395.82,395.82,1,1.5229513888888888,22.947199074074074,1.0,1,13,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5211565517809934,0,resolve
2,192.9,192.9,1,-12.327569444444444,11.98730324074074,1.0,0,16,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5117758496372804,0,resolve
1,75.28,75.28,1,-9.289560185185184,23.326747685185182,1.0,0,9,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5188685775018544,0,resolve
1,172.97,172.97,1,-12.413900462962962,5.868449074074074,1.0,0,17,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5123884238877127,0,resolve
2,98.03,98.03,1,-20.261736111111112,4.170532407407407,1.0,0,13,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5184359887238413,0,resolve
1,32.0,32.0,1,-21.1209375,6.097905092592592,1.0,0,18,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.00044828504104419824,0,resolve
3,214.27,214.27,1,-24.37328703703704,11.801909722222222,1.0,0,19,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5299105242644464,0,resolve
1,58.0,58.0,1,7.755358796296297,14.166701388888889,1.0,1,14,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5295533963453231,0,resolve
1,22.68,22.68,1,-13.17420138888889,5.260729166666667,1.0,0,13,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5170999639674688,0,resolve
1,41.42,41.42,1,-5.970844907407408,5.448043981481481,1.0,0,13,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5227983701058595,0,resolve
2,64.18,64.18,1,-14.355775462962963,3.9694560185185184,1.0,0,16,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5187903559020813,0,resolve
1,103.02,103.02,1,16.640810185185185,24.960300925925925,1.0,1,16,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5371447696743499,0,escalate
1,110.48,110.48,1,-10.033449074074074,6.572523148148148,1.0,0,9,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.540317175252806,0,escalate
1,198.37,198.37,1,-9.22107638888889,13.98917824074074,1.0,0,18,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5089468921504747,0,resolve
4,186.96,186.96,1,-0.9770023148148148,18.19133101851852,1.0,0,19,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5181817295039973,0,resolve
2,147.15,147.15,1,-11.170833333333333,12.948576388888888,1.0,0,21,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5216891574288389,0,resolve
1,8.85,109.11,6,2.6436342592592594,13.786030092592592,12.328813559322034,1,20,4,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5421567383118554,0,escalate
1,89.27,89.27,1,-15.341435185185183,3.691759259259259,1.0,0,23,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5282449168393073,0,resolve
1,54.13,54.13,1,-19.27111111111111,6.200023148148148,1.0,0,12,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5170775985513901,0,resolve
3,172.33,340.07000000000005,2,-7.299606481481481,3.075335648148148,1.9733650554169329,0,15,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5291102530493482,0,resolve
2,68.22,68.22,1,-18.281261574074072,9.942534722222222,1.0,0,18,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5135386240236368,0,resolve
1,48.31,48.31,1,-12.244143518518518,11.087858796296295,1.0,0,16,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5184968235518561,0,resolve
1,155.14,155.14,1,13.604247685185186,33.044513888888886,1.0,1,13,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5159737723154837,1,resolve
1,74.16,74.16,1,-22.33892361111111,7.763831018518519,1.0,0,21,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5110670496458782,0,resolve
3,62.25,62.25,1,-8.234178240740741,7.910393518518519,1.0,0,20,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5229275930378093,0,resolve
1,131.32,131.32,1,-13.32943287037037,5.029814814814815,1.0,0,15,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.002058466176314909,0,resolve
1,164.33,164.33,1,-10.1571875,19.417002314814816,1.0,0,10,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.510204576347312,1,resolve
1,3.57,44.09,2,-14.238344907407408,8.00125,12.350140056022411,0,18,2,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.494338628924704,0,resolve
1,37.13,37.13,1,-16.413356481481483,6.194733796296297,1.0,0,9,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5357837856222596,0,resolve
5,712.29,712.29,1,-20.21305555555556,12.921435185185183,1.0,0,20,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5199501486335125,0,resolve
3,166.81,166.81,1,-10.236770833333331,10.730300925925926,1.0,0,0,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5286239429813246,0,resolve
3,180.93,180.93,1,18.04056712962963,38.05695601851852,1.0,1,23,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0.5148344029847137,0,resolve
2,77.57,77.57,1,-15.155451388888888,18.05142361111111,1.0,0,19,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5285014316878791,0,resolve
2,157.91,157.91,1,-17.23702546296296,11.40738425925926,1.0,0,8,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5304668710391606,0,resolve
3,153.9,153.9,1,-8.968819444444444,6.467627314814815,1.0,0,13,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.5248345895720218,0,resolve
1,108.2,108.2,1,-6.0453125,14.022916666666667,1.0,0,22,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5198173431312985,0,resolve
5,52.59,52.59,1,-13.297164351851851,18.06177083333333,1.0,0,15,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.5310666176186549,0,resolve
2,81.21,81.21,1,-23.5634375,13.717372685185186,1.0,0,17,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5153294929722432,0,resolve
1,127.23,127.23,1,-17.298680555555556,9.939456018518518,1.0,0,18,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5372084673516736,0,escalate
6,67.22,67.22,1,-9.25355324074074,12.871099537037036,1.0,0,21,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5225169251595944,0,resolve
2,58.0,58.0,1,-6.347164351851852,12.701701388888887,1.0,0,22,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5203042004914866,0,resolve
3,33.62,33.62,1,-20.06796296296296,15.40383101851852,1.0,0,12,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.5183760331639186,0,resolve
